,location,total_sqft,bath,balcony,price,bhk
5259,Old Airport Road,1206.0,2.0,3.0,75.0,2.0
5260,Old Airport Road,2774.0,4.0,2.0,207.0,4.0
5261,Old Airport Road,2690.0,4.0,3.0,191.0,4.0
5262,Old Airport Road,2690.0,4.0,3.0,199.0,4.0
5263,Old Airport Road,1655.0,2.0,1.0,97.65,2.0
5264,Old Airport Road,1075.0,2.0,2.0,60.0,2.0
5265,Old Airport Road,1858.0,2.0,1.0,167.0,3.0
5266,Old Airport Road,1150.0,2.0,1.0,90.0,2.0
5267,Old Airport Road,2690.0,4.0,3.0,191.0,4.0
5268,Old Airport Road,2658.0,5.0,3.0,187.0,4.0
5269,Old Airport Road,946.0,2.0,2.0,58.0,2.0
5270,Old Airport Road,2774.0,4.0,3.0,208.0,4.0
5271,Old Airport Road,2774.0,4.0,3.0,208.0,4.0
5272,Old Airport Road,3200.0,4.0,2.0,280.0,4.0
5273,Old Airport Road,2690.0,4.0,3.0,201.0,4.0
5274,Old Airport Road,1145.0,2.0,2.0,75.0,2.0
5275,Old Airport Road,2732.0,4.0,3.0,194.0,4.0
5276,Old Airport Road,2658.0,5.0,3.0,189.0,4.0
5277,Old Airport Road,2774.0,4.0,3.0,197.0,4.0
5278,Old Airport Road,3496.0,4.0,2.0,262.0,4.0
5279,Old Airport Road,2774.0,4.0,3.0,197.0,4.0
5280,Old Airport Road,2732.0,4.0,3.0,204.0,4.0
5281,Old Airport Road,1798.0,3.0,2.0,150.0,3.0
5282,Old Airport Road,2774.0,4.0,3.0,208.0,4.0
5283,Old Airport Road,1184.0,2.0,1.0,78.0,2.0
5284,Old Airport Road,3504.0,4.0,2.0,262.0,4.0
5285,Old Airport Road,1055.0,2.0,3.0,75.0,2.0
5286,Old Madras Road,1425.0,2.0,2.0,94.0,3.0
5290,Old Madras Road,1720.0,3.0,2.0,100.0,3.0
5291,Old Madras Road,1200.0,2.0,1.0,72.0,2.0
5293,Old Madras Road,1100.0,2.0,1.0,70.0,2.0
5294,Old Madras Road,2760.0,5.0,2.0,157.0,3.0
5295,Old Madras Road,1171.0,2.0,2.0,75.0,2.0
5298,Old Madras Road,2640.0,5.0,1.0,142.0,3.0
5302,Old Madras Road,1480.0,2.0,2.0,84.0,3.0
5303,Old Madras Road,2990.0,5.0,1.0,210.0,3.0
5304,Old Madras Road,1210.0,2.0,1.0,74.0,2.0
5305,Old Madras Road,1171.0,2.0,2.0,72.0,2.0
5307,Old Madras Road,1480.0,3.0,2.0,95.0,3.0
5309,Old Madras Road,1210.0,2.0,1.0,80.0,2.0
5310,Old Madras Road,1859.0,3.0,2.0,121.0,3.0
5311,Old Madras Road,2990.0,5.0,1.0,173.0,3.0
5314,Old Madras Road,2300.0,3.0,2.0,142.0,3.0
5316,Old Madras Road,1210.0,2.0,1.0,80.0,2.0
5317,Old Madras Road,1210.0,2.0,1.0,77.0,2.0
5318,Old Madras Road,1330.0,2.0,2.0,74.0,2.0
5319,Old Madras Road,1720.0,3.0,2.0,106.0,3.0
5320,Old Madras Road,2640.0,5.0,1.0,150.0,3.0
5321,Old Madras Road,2990.0,3.0,2.0,170.0,3.0
5323,Old Madras Road,1171.0,2.0,2.0,73.0,2.0
5324,Old Madras Road,1630.0,3.0,2.0,110.0,3.0
5326,Old Madras Road,2640.0,2.0,1.0,170.0,2.0
5328,Padmanabhanagar,1020.0,2.0,2.0,63.0,2.0
5330,Padmanabhanagar,1258.0,2.0,2.0,115.0,2.0
5331,Padmanabhanagar,1708.0,2.0,1.0,90.5,3.0
5332,Padmanabhanagar,1100.0,2.0,2.0,65.0,2.0
5336,Padmanabhanagar,1360.0,2.0,3.0,75.0,3.0
5337,Padmanabhanagar,4500.0,4.0,2.0,360.0,3.0
5339,Padmanabhanagar,1710.0,2.0,2.0,90.63,3.0
5340,Padmanabhanagar,1000.0,1.0,2.0,90.0,2.0
5342,Padmanabhanagar,1250.0,2.0,2.0,70.0,3.0
5343,Padmanabhanagar,1350.0,3.0,1.0,71.55,3.0
5344,Padmanabhanagar,1360.0,3.0,1.0,75.0,3.0
5345,Padmanabhanagar,1100.0,2.0,1.0,60.0,2.0
5346,Padmanabhanagar,2051.0,3.0,1.0,180.0,3.0
5347,Padmanabhanagar,2051.0,3.0,2.0,170.0,3.0
5349,Pai Layout,1550.0,2.0,2.0,90.0,3.0
5353,Pai Layout,1255.0,2.0,1.0,80.0,2.0
5365,Panathur,1359.0,2.0,1.0,87.0,2.0
5366,Panathur,1438.0,2.0,3.0,100.0,2.0
5367,Panathur,1688.0,3.0,1.0,118.0,3.0
5368,Panathur,1695.0,3.0,1.0,90.0,3.0
5369,Panathur,1198.0,2.0,1.0,77.0,2.0
5370,Panathur,1180.0,2.0,1.0,70.0,2.0
5371,Panathur,1546.0,3.0,2.0,99.0,3.0
5372,Panathur,1370.0,2.0,2.0,75.0,3.0
5373,Panathur,1000.0,2.0,1.0,65.3,2.0
5374,Panathur,1109.0,2.0,1.0,63.0,2.0
5375,Panathur,1000.0,2.0,1.0,68.0,2.0
5376,Panathur,1255.0,2.0,2.0,79.0,2.0
5378,Panathur,1210.0,2.0,2.0,85.0,2.0
5379,Panathur,1198.0,2.0,1.0,82.0,2.0
5381,Panathur,1210.0,2.0,1.0,80.0,2.0
5382,Panathur,1210.0,2.0,1.0,77.0,2.0
5383,Panathur,661.0,1.0,1.0,40.0,1.0
5384,Panathur,1713.0,3.0,1.0,120.0,3.0
5385,Panathur,1210.0,2.0,1.0,78.0,2.0
5387,Panathur,1050.0,2.0,2.0,60.0,2.0
5388,Panathur,1398.0,2.0,1.0,97.0,2.0
5389,Panathur,1065.0,2.0,1.0,58.0,2.0
5390,Panathur,1007.0,2.0,1.0,64.0,2.0
5391,Panathur,1210.0,2.0,1.0,77.93,2.0
5392,Panathur,1230.0,2.0,1.0,80.0,2.0
5393,Panathur,980.0,2.0,1.0,57.0,2.0
5394,Panathur,1075.0,2.0,2.0,60.0,2.0
5395,Panathur,1210.0,2.0,2.0,69.0,2.0
5396,Panathur,1343.0,2.0,1.0,76.0,2.0
5406,Parappana Agrahara,1200.0,1.0,0.0,45.0,1.0
5438,Prithvi Layout,2028.0,4.0,3.0,162.0,4.0
5439,Prithvi Layout,1352.0,2.0,2.0,87.5,2.0
5440,Prithvi Layout,1190.0,2.0,2.0,68.0,2.0
5441,Prithvi Layout,1352.0,2.0,2.0,85.0,2.0
5442,Prithvi Layout,1352.0,2.0,2.0,75.0,2.0
5443,Prithvi Layout,2273.0,4.0,3.0,220.0,3.0
5444,Prithvi Layout,1352.0,3.0,1.0,93.0,2.0
5445,Prithvi Layout,2273.0,4.0,2.0,192.0,3.0
5447,Prithvi Layout,2100.0,3.0,3.0,125.0,3.0
5449,R.T. Nagar,1200.0,2.0,1.0,120.0,2.0
5450,R.T. Nagar,1560.0,3.0,2.0,85.0,3.0
5454,R.T. Nagar,1140.0,3.0,1.0,130.0,3.0
5455,R.T. Nagar,970.0,2.0,1.0,55.0,2.0
5456,R.T. Nagar,1560.0,3.0,3.0,125.0,3.0
5459,R.T. Nagar,1400.0,2.0,3.0,78.0,3.0
5460,R.T. Nagar,1200.0,3.0,2.0,140.0,3.0
5461,R.T. Nagar,1100.0,3.0,0.0,125.0,2.0
5462,R.T. Nagar,1150.0,2.0,2.0,72.0,2.0
5463,R.T. Nagar,1500.0,4.0,3.0,185.0,4.0
5467,R.T. Nagar,1800.0,3.0,0.0,120.0,4.0
5468,R.T. Nagar,1300.0,3.0,2.0,145.0,3.0
5470,R.T. Nagar,1100.0,2.0,2.0,85.0,2.0
5471,R.T. Nagar,1667.0,3.0,2.0,130.0,3.0
5491,Rachenahalli,690.0,1.0,1.0,39.8,1.0
5494,Rachenahalli,1100.0,2.0,1.0,68.0,2.0
5503,Rachenahalli,1856.0,3.0,3.0,106.0,3.0
5506,Rachenahalli,2600.0,3.0,2.0,160.0,3.0
5519,Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2.0
5523,Raja Rajeshwari Nagar,600.0,1.0,1.0,22.0,1.0
5525,Raja Rajeshwari Nagar,500.0,1.0,1.0,25.0,1.0
5528,Raja Rajeshwari Nagar,1105.0,2.0,1.0,65.0,2.0
5539,Raja Rajeshwari Nagar,1570.0,3.0,2.0,88.0,3.0
5552,Raja Rajeshwari Nagar,1295.0,2.0,2.0,70.0,2.0
5553,Raja Rajeshwari Nagar,648.0,1.0,1.0,31.75,1.0
5561,Raja Rajeshwari Nagar,4800.0,8.0,2.0,225.0,8.0
5564,Raja Rajeshwari Nagar,550.0,1.0,0.0,21.0,1.0
5571,Raja Rajeshwari Nagar,1288.0,2.0,1.0,70.0,3.0
5582,Raja Rajeshwari Nagar,1235.0,2.0,1.0,75.0,2.0
5585,Raja Rajeshwari Nagar,1162.0,2.0,0.0,65.0,2.0
5595,Raja Rajeshwari Nagar,1178.0,2.0,1.0,75.0,2.0
5599,Raja Rajeshwari Nagar,1525.0,2.0,2.0,99.13,3.0
5610,Raja Rajeshwari Nagar,3600.0,9.0,3.0,240.0,9.0
5615,Raja Rajeshwari Nagar,1160.0,2.0,1.0,70.0,2.0
5623,Raja Rajeshwari Nagar,1550.0,3.0,1.0,86.8,3.0
5626,Raja Rajeshwari Nagar,1580.0,3.0,1.0,83.74,3.0
5628,Raja Rajeshwari Nagar,1640.0,3.0,1.0,86.8,3.0
5637,Raja Rajeshwari Nagar,1757.0,3.0,3.0,98.0,3.0
5646,Raja Rajeshwari Nagar,3450.0,7.0,2.0,225.0,8.0
5650,Raja Rajeshwari Nagar,1250.0,2.0,2.0,68.0,2.0
5655,Raja Rajeshwari Nagar,1021.0,3.0,2.0,59.0,3.0
5657,Raja Rajeshwari Nagar,1500.0,3.0,2.0,88.0,3.0
5658,Raja Rajeshwari Nagar,1168.0,2.0,1.0,66.0,2.0
5659,Raja Rajeshwari Nagar,1400.0,2.0,2.0,86.0,3.0
5660,Raja Rajeshwari Nagar,1157.0,2.0,1.0,65.0,2.0
5668,Raja Rajeshwari Nagar,1850.0,3.0,1.0,98.0,3.0
5672,Raja Rajeshwari Nagar,510.0,1.0,1.0,22.0,1.0
5675,Rajaji Nagar,1640.0,3.0,2.0,229.0,3.0
5676,Rajaji Nagar,2390.0,3.0,2.0,415.0,3.0
5677,Rajaji Nagar,2390.0,3.0,2.0,410.0,3.0
5678,Rajaji Nagar,1725.0,3.0,3.0,200.0,3.0
5679,Rajaji Nagar,3516.0,4.0,3.0,540.0,4.0
5680,Rajaji Nagar,1640.0,3.0,3.0,223.0,3.0
5681,Rajaji Nagar,3526.0,4.0,2.0,492.0,4.0
5682,Rajaji Nagar,1800.0,4.0,2.0,324.0,6.0
5683,Rajaji Nagar,3526.0,4.0,1.0,558.0,4.0
5684,Rajaji Nagar,2849.0,5.0,0.0,300.0,5.0
5685,Rajaji Nagar,1800.0,3.0,3.0,260.0,3.0
5686,Rajaji Nagar,1640.0,3.0,2.0,241.0,3.0
5687,Rajaji Nagar,1370.0,2.0,1.0,170.0,2.0
5688,Rajaji Nagar,2409.0,3.0,2.0,360.0,3.0
5689,Rajaji Nagar,3436.0,6.0,3.0,475.0,4.0
5690,Rajaji Nagar,1718.0,3.0,2.0,288.0,2.0
5691,Rajaji Nagar,2386.0,3.0,2.0,334.0,3.0
5692,Rajaji Nagar,3436.0,6.0,3.0,500.0,4.0
5693,Rajaji Nagar,1200.0,2.0,0.0,150.0,2.0
5694,Rajaji Nagar,1160.0,1.0,0.0,163.0,2.0
5695,Rajaji Nagar,660.0,1.0,0.0,75.0,1.0
5696,Rajaji Nagar,1440.0,2.0,2.0,170.0,2.0
5697,Rajaji Nagar,2448.0,3.0,2.0,400.0,3.0
5698,Rajaji Nagar,1440.0,2.0,2.0,185.0,2.0
5699,Rajaji Nagar,1640.0,3.0,3.0,230.0,3.0
5700,Rajaji Nagar,3730.0,4.0,3.0,370.0,4.0
5701,Rajaji Nagar,1800.0,2.0,2.0,250.0,3.0
5702,Rajaji Nagar,3100.0,4.0,3.0,550.0,4.0
5703,Rajaji Nagar,3526.0,4.0,3.0,598.0,4.0
5704,Rajaji Nagar,1357.0,2.0,1.0,130.0,2.0
5705,Rajaji Nagar,2300.0,3.0,3.0,369.0,3.0
5706,Rajaji Nagar,1640.0,3.0,2.0,220.0,3.0
5707,Rajaji Nagar,2500.0,3.0,3.0,350.0,3.0
5708,Rajaji Nagar,1615.0,3.0,1.0,175.0,3.0
5709,Rajaji Nagar,1776.0,3.0,1.0,190.0,3.0
5710,Rajaji Nagar,2559.0,3.0,2.0,403.0,3.0
5711,Rajaji Nagar,1763.0,3.0,2.0,262.0,2.0
5712,Rajaji Nagar,1640.0,3.0,3.0,220.0,3.0
5713,Rajaji Nagar,1613.0,3.0,0.0,150.0,3.0
5714,Rajaji Nagar,1380.0,3.0,3.0,130.0,3.0
5715,Rajaji Nagar,2400.0,3.0,1.0,320.0,5.0
5716,Rajaji Nagar,1800.0,3.0,2.0,240.0,3.0
5717,Rajaji Nagar,2533.0,3.0,3.0,425.0,3.0
5718,Rajaji Nagar,1268.0,2.0,1.0,127.0,2.0
5719,Rajaji Nagar,2450.0,3.0,3.0,330.0,3.0
5720,Rajaji Nagar,1640.0,3.0,2.0,262.0,3.0
5721,Rajaji Nagar,1200.0,1.0,1.0,200.0,2.0
5722,Rajaji Nagar,2367.0,3.0,3.0,375.0,3.0
5723,Rajaji Nagar,2440.0,2.0,0.0,415.0,4.0
5724,Rajaji Nagar,1640.0,3.0,2.0,251.0,3.0
5725,Rajaji Nagar,2733.0,5.0,2.0,259.0,4.0
5726,Rajaji Nagar,1640.0,3.0,2.0,268.0,3.0
5727,Rajaji Nagar,2367.0,4.0,3.0,340.0,3.0
5728,Rajaji Nagar,1720.0,3.0,2.0,224.0,3.0
5729,Rajaji Nagar,3600.0,5.0,2.0,510.0,5.0
5730,Rajaji Nagar,1350.0,4.0,1.0,230.0,4.0
5731,Rajaji Nagar,1700.0,3.0,2.0,200.0,3.0
5732,Rajaji Nagar,2300.0,4.0,1.0,240.0,3.0
5733,Rajaji Nagar,2400.0,5.0,1.0,408.0,5.0
5734,Rajaji Nagar,2500.0,3.0,3.0,340.0,3.0
5735,Rajaji Nagar,2390.0,3.0,1.0,372.0,3.0
5736,Rajaji Nagar,2415.0,3.0,2.0,399.0,3.0
5737,Rajaji Nagar,1718.0,3.0,2.0,275.0,2.0
5738,Rajaji Nagar,1763.0,3.0,2.0,240.0,2.0
5739,Rajaji Nagar,2367.0,3.0,2.0,320.0,3.0
5740,Rajaji Nagar,2409.0,3.0,3.0,395.0,3.0
5741,Rajaji Nagar,1314.0,2.0,0.0,225.0,2.0
5742,Rajaji Nagar,1440.0,2.0,2.0,165.0,2.0
5743,Rajaji Nagar,1640.0,3.0,3.0,245.0,3.0
5744,Rajiv Nagar,1690.0,3.0,1.0,125.0,3.0
5745,Rajiv Nagar,1263.0,2.0,1.0,93.32,2.0
5746,Rajiv Nagar,2340.0,4.0,1.0,148.0,4.0
5748,Rajiv Nagar,1330.0,2.0,1.0,93.0,2.0
5750,Rajiv Nagar,1309.0,2.0,1.0,80.0,2.0
5752,Rajiv Nagar,2330.0,5.0,1.0,175.0,4.0
5753,Rajiv Nagar,2340.0,5.0,1.0,160.0,4.0
5757,Ramagondanahalli,1610.0,2.0,2.0,111.0,3.0
5758,Ramagondanahalli,540.0,1.0,0.0,30.0,1.0
5762,Ramagondanahalli,2257.0,4.0,2.0,157.0,3.0
5764,Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0
5765,Ramagondanahalli,920.0,2.0,3.0,65.0,2.0
5769,Ramagondanahalli,1295.0,2.0,2.0,95.0,2.0
5772,Ramagondanahalli,2257.0,3.0,2.0,159.0,3.0
5773,Ramagondanahalli,1295.0,2.0,2.0,95.0,2.0
5775,Ramagondanahalli,1910.0,3.0,2.0,142.0,3.0
5779,Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0
5783,Ramagondanahalli,845.0,2.0,1.0,45.82,2.0
5784,Ramagondanahalli,1910.0,3.0,2.0,150.0,3.0
5786,Ramagondanahalli,2040.0,3.0,2.0,114.0,3.0
5791,Ramagondanahalli,1610.0,2.0,1.0,112.0,3.0
5792,Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0
5794,Ramagondanahalli,2787.0,5.0,2.0,220.0,4.0
5796,Ramagondanahalli,1125.0,2.0,2.0,75.0,2.0
5798,Ramagondanahalli,2257.0,3.0,2.0,155.0,3.0
5799,Ramagondanahalli,1500.0,3.0,3.0,100.0,3.0
5801,Ramagondanahalli,1910.0,3.0,2.0,131.0,3.0
5807,Ramamurthy Nagar,1200.0,3.0,1.0,72.0,2.0
5808,Ramamurthy Nagar,360.0,1.0,1.0,26.0,1.0
5809,Ramamurthy Nagar,950.0,2.0,1.0,50.79,2.0
5810,Ramamurthy Nagar,1200.0,2.0,0.0,66.0,3.0
5811,Ramamurthy Nagar,1525.0,3.0,1.0,100.0,3.0
5812,Ramamurthy Nagar,1200.0,2.0,0.0,80.0,2.0
5815,Ramamurthy Nagar,1100.0,2.0,0.0,68.0,2.0
5821,Ramamurthy Nagar,600.0,3.0,2.0,45.0,2.0
5822,Ramamurthy Nagar,1110.0,2.0,0.0,65.0,2.0
5824,Ramamurthy Nagar,1200.0,2.0,1.0,78.0,2.0
5826,Ramamurthy Nagar,600.0,1.0,1.0,43.0,1.0
5827,Ramamurthy Nagar,1006.0,2.0,1.0,57.0,2.0
5828,Ramamurthy Nagar,1200.0,2.0,1.0,76.0,2.0
5833,Ramamurthy Nagar,1000.0,2.0,1.0,62.0,2.0
5842,Ramamurthy Nagar,2916.0,5.0,1.0,230.0,4.0
5843,Ramamurthy Nagar,2316.0,3.0,0.0,125.0,3.0
5849,Ramamurthy Nagar,1200.0,2.0,1.0,68.0,2.0
5850,Ramamurthy Nagar,540.0,1.0,0.0,35.0,1.0
5858,Rayasandra,583.0,1.0,1.0,26.9,1.0
5865,Rayasandra,470.0,1.0,1.0,21.0,1.0
5868,Sahakara Nagar,2830.0,3.0,3.0,195.0,4.0
5869,Sahakara Nagar,1500.0,2.0,2.0,95.0,3.0
5872,Sahakara Nagar,1100.0,2.0,2.0,75.0,3.0
5873,Sahakara Nagar,1655.0,3.0,1.0,115.0,3.0
5875,Sahakara Nagar,1270.0,2.0,1.0,69.85,2.0
5876,Sahakara Nagar,960.0,2.0,3.0,56.0,2.0
5879,Sahakara Nagar,1200.0,2.0,2.0,75.0,3.0
5880,Sahakara Nagar,2500.0,4.0,2.0,200.0,4.0
5881,Sahakara Nagar,1914.0,3.0,3.0,179.0,3.0
5882,Sahakara Nagar,1500.0,3.0,2.0,125.0,3.0
5884,Sahakara Nagar,1914.0,3.0,2.0,149.0,3.0
5885,Sahakara Nagar,1000.0,2.0,1.0,60.0,2.0
5888,Sahakara Nagar,1370.0,2.0,2.0,90.0,3.0
5890,Sahakara Nagar,1100.0,2.0,2.0,75.0,3.0
5891,Sahakara Nagar,1180.0,2.0,2.0,72.0,2.0
5895,Sahakara Nagar,1270.0,2.0,1.0,96.0,2.0
5896,Sahakara Nagar,1201.0,2.0,3.0,80.0,2.0
5898,Sahakara Nagar,1291.0,2.0,2.0,72.3,2.0
5899,Sanjay nagar,1000.0,2.0,2.0,70.0,2.0
5900,Sanjay nagar,1100.0,2.0,2.0,98.0,2.0
5901,Sanjay nagar,1150.0,2.0,3.0,72.2,2.0
5902,Sanjay nagar,1800.0,3.0,2.0,180.0,3.0
5903,Sanjay nagar,630.0,1.0,1.0,35.0,2.0
5905,Sanjay nagar,1900.0,2.0,2.0,180.0,3.0
5906,Sanjay nagar,1575.0,2.0,2.0,90.0,2.0
5908,Sanjay nagar,1200.0,2.0,1.0,76.0,3.0
5909,Sanjay nagar,960.0,2.0,1.0,55.0,2.0
5910,Sanjay nagar,1050.0,2.0,0.0,59.0,2.0
5911,Sanjay nagar,1150.0,2.0,0.0,70.0,2.0
5912,Sanjay nagar,1500.0,3.0,1.0,150.0,3.0
5913,Sanjay nagar,1180.0,2.0,3.0,80.0,2.0
5914,Sarakki Nagar,2121.0,4.0,3.0,253.0,3.0
5915,Sarakki Nagar,2289.0,3.0,2.0,260.0,3.0
5916,Sarakki Nagar,2500.0,4.0,2.0,325.0,3.0
5917,Sarakki Nagar,2145.0,4.0,1.0,270.0,3.0
5918,Sarakki Nagar,1200.0,3.0,2.0,128.0,3.0
5919,Sarakki Nagar,2663.0,4.0,1.0,338.0,3.0
5920,Sarakki Nagar,1840.0,4.0,1.0,175.0,3.0
5921,Sarakki Nagar,3131.0,4.0,3.0,349.0,4.0
5922,Sarakki Nagar,3126.0,5.0,3.0,345.0,4.0
5923,Sarakki Nagar,3124.0,6.0,3.0,349.0,4.0
5924,Sarjapur,2250.0,3.0,2.0,148.0,3.0
5935,Sarjapur,1285.0,2.0,2.0,68.0,3.0
5941,Sarjapur,1200.0,3.0,2.0,78.0,3.0
5944,Sarjapur,2238.0,3.0,1.0,140.0,3.0
5946,Sarjapur,2885.0,3.0,1.0,185.0,4.0
5949,Sarjapur,625.0,1.0,1.0,19.0,1.0
5958,Sarjapur,650.0,1.0,2.0,19.87,1.0
5964,Sarjapur,1200.0,3.0,2.0,76.13,3.0
5980,Sarjapur,633.0,1.0,1.0,17.09,1.0
5981,Sarjapur,1500.0,5.0,2.0,95.0,3.0
5982,Sarjapur,1451.0,2.0,1.0,87.0,2.0
5987,Sarjapur  Road,2497.0,3.0,2.0,140.0,3.0
5988,Sarjapur  Road,1787.0,3.0,2.0,98.29,3.0
5989,Sarjapur  Road,1787.0,3.0,2.0,125.0,3.0
5993,Sarjapur  Road,1000.0,2.0,1.0,67.0,2.0
5994,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
5995,Sarjapur  Road,1195.0,2.0,1.0,70.0,2.0
5996,Sarjapur  Road,1550.0,3.0,3.0,100.0,3.0
5997,Sarjapur  Road,2100.0,3.0,2.0,125.0,3.0
5999,Sarjapur  Road,1691.0,3.0,2.0,113.0,3.0
6000,Sarjapur  Road,1278.0,2.0,2.0,95.0,2.0
6001,Sarjapur  Road,2238.0,3.0,1.0,140.0,3.0
6002,Sarjapur  Road,1800.0,3.0,2.0,110.0,3.0
6005,Sarjapur  Road,1984.0,4.0,1.0,146.0,3.0
6009,Sarjapur  Road,1700.0,3.0,3.0,110.0,3.0
6010,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0
6011,Sarjapur  Road,1282.0,2.0,2.0,72.0,2.0
6012,Sarjapur  Road,4111.0,4.0,1.0,310.0,4.0
6013,Sarjapur  Road,3900.0,4.0,3.0,300.0,4.0
6016,Sarjapur  Road,1050.0,2.0,1.0,62.0,2.0
6017,Sarjapur  Road,1700.0,3.0,3.0,135.0,3.0
6018,Sarjapur  Road,1691.0,3.0,2.0,119.0,3.0
6019,Sarjapur  Road,1846.0,3.0,2.0,140.0,3.0
6020,Sarjapur  Road,1200.0,3.0,1.0,95.0,3.0
6021,Sarjapur  Road,1929.0,4.0,1.0,103.0,3.0
6023,Sarjapur  Road,1819.0,3.0,2.0,100.0,3.0
6024,Sarjapur  Road,1845.0,4.0,1.0,110.0,3.0
6025,Sarjapur  Road,1233.0,2.0,2.0,77.65,2.0
6028,Sarjapur  Road,3750.0,6.0,3.0,290.0,4.0
6030,Sarjapur  Road,1680.0,3.0,1.0,112.0,3.0
6031,Sarjapur  Road,1255.0,2.0,1.0,92.0,2.0
6033,Sarjapur  Road,1311.0,2.0,1.0,78.0,2.0
6035,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0
6036,Sarjapur  Road,1145.0,2.0,2.0,75.0,2.0
6037,Sarjapur  Road,1300.0,2.0,2.0,70.0,3.0
6040,Sarjapur  Road,2180.0,3.0,2.0,170.0,3.0
6043,Sarjapur  Road,1750.0,3.0,2.0,110.0,3.0
6046,Sarjapur  Road,1200.0,3.0,2.0,70.0,3.0
6047,Sarjapur  Road,2600.0,3.0,2.0,200.0,3.0
6049,Sarjapur  Road,685.0,1.0,1.0,40.0,1.0
6051,Sarjapur  Road,2720.0,5.0,2.0,210.0,3.0
6052,Sarjapur  Road,1241.0,2.0,1.0,82.0,2.0
6055,Sarjapur  Road,3785.0,6.0,2.0,280.0,4.0
6056,Sarjapur  Road,835.0,1.0,1.0,46.95,1.0
6057,Sarjapur  Road,1280.0,2.0,1.0,76.0,2.0
6060,Sarjapur  Road,1263.0,2.0,1.0,78.0,2.0
6061,Sarjapur  Road,1691.0,3.0,1.0,98.0,3.0
6062,Sarjapur  Road,1308.0,2.0,1.0,83.0,2.0
6063,Sarjapur  Road,1592.0,3.0,1.0,91.0,3.0
6065,Sarjapur  Road,1150.0,2.0,2.0,77.0,2.0
6066,Sarjapur  Road,1965.0,3.0,3.0,120.0,3.0
6067,Sarjapur  Road,2275.0,4.0,2.0,180.0,3.0
6069,Sarjapur  Road,1418.0,2.0,2.0,78.0,2.0
6070,Sarjapur  Road,1200.0,2.0,1.0,93.0,2.0
6073,Sarjapur  Road,1115.0,2.0,1.0,60.0,2.0
6074,Sarjapur  Road,1525.0,2.0,2.0,87.0,3.0
6078,Sarjapur  Road,715.0,1.0,2.0,29.0,1.0
6079,Sarjapur  Road,1230.0,2.0,3.0,94.5,2.0
6080,Sarjapur  Road,1750.0,3.0,3.0,99.0,3.0
6081,Sarjapur  Road,1145.0,2.0,1.0,62.0,2.0
6082,Sarjapur  Road,1500.0,3.0,2.0,88.0,3.0
6084,Sarjapur  Road,1846.0,3.0,3.0,145.0,3.0
6085,Sarjapur  Road,1067.0,2.0,1.0,60.0,2.0
6087,Sarjapur  Road,1700.0,3.0,1.0,95.0,3.0
6090,Sarjapur  Road,3785.0,5.0,2.0,280.0,4.0
6091,Sarjapur  Road,2556.0,3.0,2.0,169.0,3.0
6092,Sarjapur  Road,1278.0,2.0,2.0,90.0,2.0
6094,Sarjapur  Road,1305.0,2.0,1.0,99.0,2.0
6095,Sarjapur  Road,1755.0,3.0,2.0,122.0,3.0
6097,Sarjapur  Road,1700.0,3.0,2.0,93.5,3.0
6100,Sarjapur  Road,1455.0,2.0,1.0,98.0,3.0
6101,Sarjapur  Road,1850.0,3.0,3.0,140.0,3.0
6102,Sarjapur  Road,950.0,1.0,0.0,39.9,1.0
6103,Sarjapur  Road,1826.0,3.0,2.0,130.0,3.0
6106,Sarjapur  Road,1660.0,2.0,2.0,116.0,3.0
6107,Sarjapur  Road,1700.0,3.0,3.0,108.0,3.0
6108,Sarjapur  Road,1539.0,3.0,2.0,85.0,3.0
6109,Sarjapur  Road,1489.0,2.0,3.0,82.0,3.0
6111,Sarjapur  Road,1200.0,2.0,2.0,75.0,2.0
6115,Sarjapur  Road,3044.0,3.0,2.0,183.0,3.0
6116,Sarjapur  Road,1163.0,2.0,2.0,62.0,3.0
6118,Sarjapur  Road,1877.0,4.0,2.0,150.0,3.0
6120,Sarjapur  Road,1229.0,2.0,2.0,70.0,2.0
6122,Sarjapur  Road,1711.0,3.0,1.0,110.0,3.0
6126,Sarjapur  Road,1050.0,2.0,1.0,63.5,2.0
6127,Sarjapur  Road,1350.0,2.0,2.0,102.0,2.0
6128,Sarjapur  Road,2990.0,4.0,2.0,240.0,4.0
6130,Sarjapur  Road,1457.0,3.0,3.0,85.0,3.0
6131,Sarjapur  Road,1685.0,3.0,1.0,135.0,3.0
6133,Sarjapur  Road,1200.0,3.0,2.0,70.0,3.0
6136,Sarjapur  Road,984.0,2.0,1.0,55.0,2.0
6139,Sarjapur  Road,1320.0,2.0,1.0,100.0,2.0
6140,Sarjapur  Road,1984.0,4.0,1.0,145.0,3.0
6143,Sarjapur  Road,1550.0,2.0,1.0,89.0,3.0
6144,Sarjapur  Road,2425.0,5.0,1.0,201.0,4.0
